"","V1","V2","V3","V4","V5","V6"
"1",4.57878584092234,-1.084986768832,1.22185193113523,1.79361415400733,5.6474220390088,1.50827966586825
"2",-0.227789281188095,-6.65721478248525,2.28664649968498,2.20232190457738,3.38766497899225,2.38461519181639
"3",4.62921860910224,-1.27319430092493,6.92886208976074,3.54126521395488,5.7955414547911,1.62976598734467
"4",3.58281630114031,-2.53934957406513,5.09054623786212,-0.661550342212767,-1.48692264096613,-1.82994410150912
"5",1.06691186947744,-0.0107349315675257,1.38410335785386,2.34526125200064,4.68909379078524,1.55600441943084
"6",2.24169864376318,-1.34071429269778,4.80775445766976,5.42090014662866,8.04088006323324,1.95964465193354
"7",2.89138053417772,0.67049720221494,0.858223159269992,-2.00987056942362,4.56134455227749,1.95308062407502
"8",-1.0846838276076,-5.54892422940202,3.47323997355138,1.31150207050089,3.105844678006,2.7116043494965
"9",1.38332774282429,-8.57993835044913,2.44719668136385,1.53666580816721,2.3417362234112,1.22182978079199
"10",2.47493695655414,-4.85470925894817,-3.01506763157548,2.04631016235252,2.00100283765713,1.30494650775969
"11",2.62692268077776,-0.185919123417773,2.54586896250486,3.32214924356217,2.75584327698462,0.771473330950441
"12",0.0396595977351738,-0.996025254926006,4.51384351876528,2.96143877509928,3.87233275872896,1.02907569307165
"13",0.34095480292976,-3.655328742417,1.80721427018084,4.45086122923488,4.92272831716268,2.28715777264325
"14",3.8798785336135,-0.780543160982413,2.37414500691299,3.54838622777168,-1.08090176331305,-0.631608105165719
"15",0.331593472972729,1.18184432670238,-0.301111408939629,1.65382990368936,2.36560657732175,0.365482220367976
"16",0.0673761224026442,0.373695810961903,4.49272553852451,2.16057704920199,4.68910384416129,2.19685851337847
"17",-4.91078094188964,0.652779476485543,6.27461152180191,-1.60413107702086,1.08965086142274,0.319073563281095
"18",-3.52339634490835,1.14243635628039,0.939441408121639,-3.5524709029274,4.0997137433643,1.64944658389383
"19",-1.08732237842203,-3.5194135046482,0.318412802770319,0.0148866783615856,2.0150016832115,-0.239583597975089
"20",-2.13176970062272,-3.62298834733709,2.65223162298971,-2.64071220069433,2.65424640105358,-0.754822425816253
"21",-2.76556966467828,3.05865419666777,-0.167051119654646,-0.13098030386962,-5.93240819866033,0.526026496857111
"22",-0.242348267072781,3.39255795016648,0.300163605153753,-3.05775223822986,-0.461757459727193,0.676270048600013
"23",-0.712542422032179,1.66403504181494,0.379076519716058,3.80837493750058,1.26030495082185,1.19539646871708
"24",-3.1651049998778,3.8766615673858,1.57224679428241,-0.550525425010709,-1.02711559127788,1.80649945773926
"25",-0.677899500014854,0.663825967207357,2.11885382870386,-0.0447459418865913,-3.33528171138621,-0.570208017748923
"26",-2.97536677985561,2.70342975502144,-0.771643441474707,-4.33760113256303,-3.84361668899035,-0.79512750577582
"27",-1.22078381307093,1.10698318474564,-3.72614931633855,-0.525101999776409,-2.56729571758326,-1.08297165895146
"28",-3.87492533313491,0.19233698215135,-4.86512275554309,1.88420235881433,-1.17306830375703,-0.536682457510773
"29",-4.1474107337826,5.18236080153806,3.30791647115995,-3.22618036180549,-3.64425002432098,-3.40606991007934
"30",-3.31372272440924,-2.7736722448499,-4.72061496729457,-1.82658277084863,-2.74233551651848,-0.52798829001831
"31",2.14480414682279,0.435223896187679,-0.731574246424828,0.733396118288352,-4.04798200559187,-0.653889031493947
"32",6.24603442531616,1.74408209124047,-1.62510284510952,-3.52578116185827,-2.7938876469287,-1.72534693462956
"33",1.86851999826239,4.88628156742104,-4.83645756058021,1.6877699390541,-3.72051208306894,-0.0190954334427129
"34",-1.02836124125962,3.97768515848412,-2.75965202599972,-2.15212818982376,-7.23155751020883,-0.964106261160043
"35",2.84913041895664,4.49067053664311,-3.74504973094394,-2.2781044548762,-3.6153052723115,-0.570741512710159
"36",2.88503874951115,1.84206289893549,-0.437668413307173,-1.54557633945302,-7.45792469504423,-0.817616619635269
"37",0.868591530346669,1.75389795590922,-0.417316142736118,-0.620971222127597,-3.62293278704908,-1.02318053781674
"38",2.04663694734566,2.89328133425453,-1.89388838837784,-1.65021018899291,-3.0758097979862,0.396344895703426
"39",5.99028689753871,4.01507866379352,-4.26312513284286,0.69221688220654,-1.12154745731622,-0.721846248936457
"40",5.42619728067302,1.24588916245139,-1.46018494718143,-0.561456380629594,-5.00426674682324,-0.889718240094854
"41",1.56779251957613,-5.84602521986566,-1.67756824542605,0.129477058559759,1.66505623329846,0.0771620055749859
"42",3.34647475873402,-0.36920532765788,-1.70092700032695,3.70151961520604,0.909710730319132,0.141966045172883
"43",-0.327250090382691,-0.908812388091607,-0.139253031319424,1.94486572007696,0.904880100974313,-0.822396046985395
"44",2.85085022687935,-5.40839205176708,-0.963859800892991,0.820647626689504,1.88724564083213,0.0143404879742802
"45",1.30492214338117,-4.18820428605694,0.0652551345097375,4.27931710752349,3.93815734954259,1.15362203009432
"46",-1.91164915274848,-1.79707665140017,-1.21286032046958,1.25487604971556,4.25887566441252,1.50350891850137
"47",-2.94199455221149,1.11233570405183,-3.45155489253951,2.66900302689878,1.98009902035764,1.06870908201795
"48",-2.38460801653728,-2.36778846090747,-1.4921672134893,0.173625483317287,4.28657124579747,1.38764078296531
"49",-5.00024994261458,-0.897539314338906,1.97430414078407,0.953916956325524,2.0973179285207,1.11201978097184
"50",-1.96492749172287,0.0876853256717073,-0.2938359586304,4.01245027810137,1.14089523075447,-0.878673286488486
"51",1.79802586006779,0.374377680780462,-2.01983148710321,4.36399701639555,0.678195628913701,-0.0118602528649962
"52",0.834465842620509,-3.8437751092532,-1.67057784624743,0.203924112215416,2.69115482305343,0.500629535960591
"53",-1.90438930476767,-1.68349632775297,-2.32841843296401,0.912661077863687,1.07785167212356,-0.413943276317779
"54",-2.18578891246631,-0.99794179037329,-0.584680097054339,1.02316014396025,2.69063391535172,2.0423124771499
"55",-1.29235193760177,-4.70316109229481,-1.9377123277695,-0.256553825032387,5.56787665355799,-0.646651973942378
"56",-5.26843452436497,0.0545971254565008,-2.15044220403783,-1.25703814237161,0.623153303343413,0.228704734753977
"57",3.84422112403833,-0.504235278175485,-3.38028656981704,1.72457793957578,4.93180061696113,0.401205150221059
"58",0.868726826850682,-4.1115227965424,-1.67943742493806,-2.91178095726079,1.02744264873145,0.482577030431778
"59",-0.259854450701905,1.68472616469811,-0.352723705691735,-1.25709364446667,4.4952155477813,1.58727420982463
"60",0.727222971216359,-3.9263199160232,-1.15264859546785,-2.34934251043322,5.82787840441378,3.6171975664003
"61",-1.56552190755661,-0.629920887584964,-1.91746124805584,-4.06797846941379,-4.00345017942148,1.09974768152276
"62",4.22387129214594,1.73733823708442,4.30475035780503,-0.345859429008024,0.524896014083618,1.00366550565714
"63",1.63050353163148,-2.27188670072846,3.5838967001334,-2.99410638389113,-2.35791479613597,2.58266299914881
"64",3.96149881537474,-1.61806951700796,0.539942147706109,-2.23865582589417,-5.01050343028736,-0.0112575514911733
"65",0.290300094819801,-2.06559343853174,2.9298440054554,-0.503357510809744,1.87273286712947,3.01115679523644
"66",0.745285922135286,4.87379938814372,2.56729229415852,0.663151120157809,-3.38625982046851,-1.54222879459573
"67",5.32653201893431,2.86587527117055,0.601574119176757,-1.94745076806498,-2.73841495100701,-2.00588539786861
"68",0.30953543896705,1.76654763154339,0.46103920525827,-1.21572334044624,-0.473640184042699,-0.998013040498407
